Id,Title,Message,Time,Time_diff
77,Create new empty Bundles when creating new Call,"Create new empty Bundles when creating new Call

...instead of using Bundle.EMPTY.

Bundle.EMPTY is a global static resource and will no
longer be empty if one Call adds data to this Bundle.

Change-Id: I58c5bdd46a7c3468a6a12f967469cd1280af36d6
",2015/4/8 13:50,24
78,[MIPS64] Do not build no-elf-hash-table-library.so,"[MIPS64] Do not build no-elf-hash-table-library.so

MIPS does not support GNU hash style

Change-Id: I4a22aab41539223868b58d05ee72745db344dd2c
Signed-off-by: Chris Dearman <chris.dearman@imgtec.com>
",2014/2/6 20:00,29
79,ion: convert to new idr APIs,"ion: convert to new idr APIs

Convert to the much saner new idr allocation interface. Also migrate
away from other deprecated APIs (idr_remove_all).

Change-Id: I4f7beaad7015c466fbdde66fbeca913ef1bcf770
Signed-off-by: Mitchel Humpherys <mitchelh@codeaurora.org>
",2013/12/7 2:49,29
80,Initial support for multiple pdp and ipv6 in mobile data state tracker,"Initial support for multiple pdp and ipv6 in mobile data state tracker

- interface changes in phone.java, phone notifier and telephony
  registry. No support yet in data connection tracker.

- Keep separate states, interface and apns for v4 and v6 in mobile network state
  tracker. Connectivity service/network state tracker is unchanged and is not aware
  of separate v4, v6 interfaces.

- ACTION_ANY_DATA_CONNECTION_STATE_CHANGED intent is broadcasted whenever there
  is a change in the state associated with <apn_type, ipversion>. A new extra field
  'DATA_APN_TYPE_STATE_KEY' introduced and will reflect the state of 'apn_type' on
  'ipversion'. Existing extra field 'STATE_KEY' will be set as 'CONNECTED' if atleast
  one pdp is active on any ip version.

- LISTEN_DATA_CONNECTION_STATE phone state listener call back is backward compatible as
  state will be set as 'CONNECTED' if atleast one pdp on any ip version is active.

- Backward compatibility is maintained as existing applications that use
  ACTION_ANY_DATA_CONNECTION_STATE_CHANGED intent and LISTEN_DATA_CONNECTION_STATE
  notifiers will remain unaffected.

Change-Id: I4fa38451f4e60aedc6e4ecf600d65f5d7633f279
",2010/8/1 0:19,31
81,Support .asm being compiled by yasm targeted for x86_64.,"Support .asm being compiled by yasm targeted for x86_64.

Change-Id: Ia6425c38dd2f7ad2dc697213cd61b7515b9e7aff
Signed-off-by: Dan Liang <dan.liang@intel.com>
",2015/3/6 7:53,32
82,[MIPS64] Modify the defaults to MIPS64R6.,"[MIPS64] Modify the defaults to MIPS64R6.

Remove mips64r6 as an unknown flag to clang. Clang is now updated.

Change-Id: I94d3a02a119f9c9ffef04d6c186badc06a5e7da1
",2014/9/2 22:03,32
83,Modify the default MIPS64 build to MIPS64R6,"Modify the default MIPS64 build to MIPS64R6

Change-Id: I797e4c2e5b69c6991545c26886b5b25e6f8c2a67
",2014/9/2 19:32,32
84,<utils/Errors.h>: Fix c++11 narrowing,"<utils/Errors.h>: Fix c++11 narrowing

C style casting opposed to static casting was used here due to Errors.h being included by C as well.
",2014/1/22 21:57,34
85,Disable RunnableMethod reference counting for FlushSemaphore,"Disable RunnableMethod reference counting for FlushSemaphore

The FlushSemaphore is a static instance created once and never
deleted. Thus, there's no need to let RunnableMethod ref-count it.
Since the RunnableMethods are created and deleted on different threads
it can create a race condition which results in the FlushSemaphore
being deleted.

Change-Id: I7f67467eb31189310c779d89c5b0a1949b858694
",2012/9/19 11:58,35
86,Fix user dist builds.,"Fix user dist builds.

Revert ""Use linenoise to add simple editing and history to the Android shell.""

This reverts commit 7fe202f160ca1926bc0277e3c276ad7b3f9b9aeb.
",2010/6/2 16:41,35
87,goldfish: enable 64 bit goldfish mmc device,"goldfish: enable 64 bit goldfish mmc device

Enable the 64 bit MMC device emulation in the goldfish platform.

Change-Id: Ia841e2d9586c56dd6f8aca6ade26a153963014bb

Signed-off-by: Jun Tian <jun.j.tian@intel.com>
",2014/3/6 13:43,36
88,goldfish: enable 64 bit goldfish NAND device,"goldfish: enable 64 bit goldfish NAND device

Enable the 64 bit NAND device emulation in the goldfish platform.

Change-Id: I9841512d9d13e133a2f7145fba836f7cdc928ccf

Signed-off-by: Jun Tian <jun.j.tian@intel.com>
",2014/3/6 14:18,36
89,Fix the issue the progress bar cursor forward/backward abnormally during music seek,"Fix the issue the progress bar cursor forward/backward abnormally during music seek

Need to change the seekto() method to be invoked on right time

Change-Id: Ibebd2045a3f7315e21cc960e99bb3b32b5304024
Author: b359 <b359@borqs.com>
Signed-off-by: Xiaokang Qin <xiaokang.qin@intel.com>
Signed-off-by: Bruce Beare <bruce.j.beare@intel.com>
Signed-off-by: Jack Ren <jack.ren@intel.com>
Author-tracking-BZ: 35232
",2012/8/17 7:11,37
90,Fix build.,"Fix build.

Where by ""fix"" I mean ""stop building this"". The person who committed this has
left the company, this project has only been touched by our cleanup crew in
the years since, and upstream has advanced several versions including adding
Android-specific support.

My assumption is that this is dead code, so let's find out...

Change-Id: Ib47b10fde8fbbc1bd36dcef42f0a098593cfd4ed
",2014/11/8 18:59,42
91,net: wireless: bcmdhd: unified driver for SDIO and PCIe,"net: wireless: bcmdhd: unified driver for SDIO and PCIe

Signed-off-by: Ecco park <eccopark@broadcom.com>
",2014/7/10 22:19,42
92,ART: Add Mips64 resolution trampoline assembly,"ART: Add Mips64 resolution trampoline assembly

Add the resolution trampoline assembly.

Change-Id: I45306f5913c6f57f46b97cb87fa321ae16642292
",2015/1/31 1:11,43
93,javac 6 problem - fields accessibility of type variable,"javac 6 problem - fields accessibility of type variable

  + [libart/**/Enum.java]
  + [libdvm/**/Enum.java]
      Problem with ""public final int compareTo(E o) { return ordinal - o.ordinal; }""
      This code doesn't comply the specification.
      ""o"" is a type variable and it should not have access to private field.
      (http://docs.oracle.com/javase/specs/jls/se5.0/html/typesValues.html#4.4)
      (http://docs.oracle.com/javase/specs/jls/se7/html/jls-4.html#jls-4.4)
      javac 6 doesn't see this mistake.

Change-Id: I6f7c2785696c221be901ea96aeebc44ba85edd83
Signed-off-by: Jerome Pilliet <pilliet@univ-mlv.fr>
",2013/11/8 11:26,48
94,[MIPS] Enable SD-card functionality to work,"[MIPS] Enable SD-card functionality to work

Change-Id: I21ef7dc3c033b66f7400238510f1127aebf570a3
Signed-Off-By: Bhanu Chetlapalli <bhanu@mips.com>
",2012/7/27 2:25,49
95,USB: gadget: android: Integrate f_midi USB MIDI gadget driver part deux,"USB: gadget: android: Integrate f_midi USB MIDI gadget driver part deux

free_ep_req and alloc_ep_req are static open coded and conflicting
in f_midi.c. The exported versions are present in f_sourcesink.c.
Changed names to protect the innocent.

Change-Id: I4aee40054b5715d0532d433d23dea2bccff7ec30
Signed-off-by: Mark Salyzyn <salyzyn@google.com>
",2015/3/24 19:43,53
96,Adding devices needed by NVIDIA Tegra Chipset,"Adding devices needed by NVIDIA Tegra Chipset

NVIDIA Tegra comment on why these device are secure

/dev/tegra-throughput accepts a frame rate target
from onscreen EGL applications. The frame rate
target is used in gpu frequency scaling. This feature
applies only when running a single application. While
multiple clients are connected, gpu scaling does not
use the frame rate targets and falls back to load
based scaling instead. Since EGL applications aren__
required to have any special permissions, this node
must be accessible to all clients. Abusing this
interface would be difficult in that no frame rate
information is available if no client is swapping
buffers, so writing a value would have no effect; at
most a malicious client could cause gpu frequency
scaling to fall back to load based scaling when a
single (legitimate) client is connected. Other than
the file open/ close operation it supports a
single ioctl. The ioctl parameter is cast to an
unsigned integer, and no further data is read. No
buffer overrun is possible.

/dev/nvhost-gpu, /dev/nvhost-as-gpu,
/dev/nvhost-ctrl-gpu are used by all GL applications
for accessing GPU. All GPU contexts are protected
from each other with GMMU (GPU Memory Management Unit)

/dev/nvhost-vic Each program that draws on screen
using acceleration sends the rendering commands to
kernel directly to maximize efficiency. This is why
access to nvhost-vic is required.

/dev/nvhost-dbg-gpu is used by the CUDA driver and
debugger for accessing registers on the GPU, changing
powergating state and getting notified about traps
on the GPU. The interface is secured by maintaining
a whitelist of registers that are allowed to be
accessed from usermode, maintaining a refcount so
that power features are restored once the usermode
process exits, and requiring the usermode process
to bind the graphics channel fd to the interface
via an ioctl.

/dev/nvhost-prof-gpu is also used by the CUDA
profiler for accessing registers on the GPU, changing
powergating state and getting notified about traps
on the GPU. The interface is secured by maintaining
a whitelist of registers that are allowed to be
accessed from usermode, maintaining a refcount so
that power features are restored once the usermode
process exits. This interface makes binding a channel
fd optional. In the absence of a bound channel fd,
userspace cannot access channel-specific contexts.
",2013/12/5 3:19,54
97,ART: Force clearing higher bits when converting long to int,"ART: Force clearing higher bits when converting long to int

The following problem description is taken from
https://android-review.googlesource.com/#/c/107261
  If destination and source of long-to-int is the same physical
  register on 64-bit then we do not emit any instructions but
  consider that destination is a 32-bit view of source register.
  As a result high part contains garbage. If the destination is
  used later as index to array access then this garbage is used
  in computation of address because address is 64-bit. For all
  other cases garbage is just ignored.

For 64-bit target this patch forces generating reg-to-reg copy
even if the src and dest are the same physical registers. This
makes the higher bits be zeroed.

Mir2Lir::GenIntToLong is created solely to cope with the limited
stack frame size of Mir2Lir::CompileDalvikInstruction.

Change-Id: I49163a7ec1fd3c22a4747be89a32a18cea4dc9aa
Signed-off-by: Serguei Katkov <serguei.i.katkov@intel.com>
Signed-off-by: Yevgeny Rouban <yevgeny.y.rouban@intel.com>
",2014/11/5 5:17,55
98,Telephony: Support for 2 digit short codes.,"Telephony: Support for 2 digit short codes.

Two digit short codes should be treated as USSD string
except those that start with ""1"". At present only 2
digit codes that end with ""#"" are treated as USSD
string. Added support for other strings as well

Change-Id: Id8977e7b05df51a35c035b640fb7f958ebd9f8c5
",2012/10/18 7:38,57
99,Fix flaky FinalizeTest,"Fix flaky FinalizeTest

Chained finalizer starts when finalizer is run and the
current induceFinalization does not sufficiently induce
finalization.

Add more gc() and sleep() calls to ensure chained
finalizer is running to fix flaky
testSystemRunFinalizationReturnsEvenIfQueueIsNonEmpty.

Signed-off-by: Lawrence Mok <lawrencem@gmail.com>
",2012/9/29 0:38,59
100,Add Mips support to libcutils,"Add Mips support to libcutils

Change-Id: I3ba3f3612d593d3c54ac307a7598052abc74517b
",2012/7/27 2:25,62
101,"Revert ""Revert ""Add Google login to the AS build.""""","Revert ""Revert ""Add Google login to the AS build.""""

This reverts commit 12cadb61929cf9861f8976762afcd39fdc2970fa.

Change-Id: I6f033f8beca294e6659ba4b8ff52d7381a413d11
",2014/7/24 14:32,63
102,Remove comparisons that can't be true,"Remove comparisons that can't be true

keyBitmask and ledBitmask are arrays, ""!their address"" always evaluates to
false. clang complains about this.

Change-Id: I6aed45a203b0eeaad2093dbdebea03a2c2fc1a3d
Signed-off-by: Bernhard Rosenkränzer <Bernhard.Rosenkranzer@linaro.org>
",2014/11/17 20:11,68
103,Update to OpenSSL 1.0.1g,"Update to OpenSSL 1.0.1g

Upgrade to the new OpenSSL 1.0.1f release. SHA-1 hash of file:
b28b3bcb1dc3ee7b55024c9f795be60eb3183e3c  openssl-1.0.1g.tar.gz

Change-Id: Ie839cf2a4367afbd2919180ea4ce016b1c8d6668
",2014/4/7 21:50,74
104,test: Ensure that the policy remains boolean free,"test: Ensure that the policy remains boolean free

This test ensures that the policy does not
contain any SELinux booleans.

Change-Id: Ie8af2aaa6065ea7c621619511ac41849c2f969e1
",2014/1/30 4:30,75
105,Allow larger stack frames,"Allow larger stack frames

This fixes the build for arm64 with clang

Change-Id: I195c096bb4191399054bb8cd3c42e969b705b5a0
Signed-off-by: Bernhard Rosenkränzer <Bernhard.Rosenkranzer@linaro.org>
",2014/11/30 9:59,80
106,ARM: Inline some math methods,"ARM: Inline some math methods

This CL adds inlining support for the following methods:
* java.lang.Math.sin
* java.lang.Math.cos
* java.lang.Math.exp
* java.lang.Math.log

Change-Id: I34324eab323c85ba34b5b008b51300f35fc1530a
",2014/9/30 10:01,81
107,Added service_contexts to embedded.mk.,"Added service_contexts to embedded.mk.

Added service_contexts to embedded.mk to support MAC checks in the
service manager.

Change-Id: I31f4f4e1acb2be8167f2f11f93c936c18303135a
",2014/6/11 18:16,82
108,[linux-x86] Refresh gcc-4.9 prebuilts for X86_64 gcc.4-9 source is from google/gcc-4_9 branch.,"[linux-x86] Refresh gcc-4.9 prebuilts for X86_64
gcc.4-9 source is from google/gcc-4_9 branch.

Change-Id: I310615253d4b359784a9d63622fddef47a71ea74
",2014/9/5 21:25,84
109,"The ""android.hardware.bluetooth_le"" feature is not supported in some device which not support bluetooth 4.0 specification.","The ""android.hardware.bluetooth_le"" feature is not supported in some device which not support bluetooth 4.0 specification.

In CTS Verifier, ""BLE Client Test"" and ""BLE Server Test"", requires this feature ""android.hardware.bluetooth_le"",
but this fearture is not supported in some device which not support bluetooth 4.0 specification,
this change is showing the test items according to the ""android.hardware.bluetooth_le"" feature.
",2014/11/3 2:10,90
110,Reintroduced improved write perf of apkbuilder and signapk.,"Reintroduced improved write perf of apkbuilder and signapk.

This change brings back 5bc84c0d799be18c85e30f52a6a289384e52103e which
was accidentally clobbered by a7f789b644ff6d4603f06b19a4ed030a46168a53.

Change-Id: I03146d90d0785715e22c5f363e06f5e03b216cb7",2013/11/1 19:41,91
111,Media type detection should ignore surfix case.,"Media type detection should ignore surfix case.

Change-Id: I4a76e78cba7b683c03de967da7a6d7bc2b88fd39
",2010/6/27 6:11,99
112,Remove curReceiver and use curApp instead,"Remove curReceiver and use curApp instead

curReceiver of ProcessRecord is used by both foreground and background
broadcasts. In special condition, it is overwritten by the other
broadcast. It causes ANR.

This change removes curReceiver of ProcessRecord. And use curApp of
BroadcastRecord instead of curReceiver.

Change-Id: I3320dbe5b4ffbf47477d0214fa32c984bba94070
",2014/11/18 15:18,112
113,[WIP] Improve math tests to allow a specific ulp bound.,"[WIP] Improve math tests to allow a specific ulp bound.

Change-Id: I004e12970332e1d9531721361d6c34f908cfcecc
",2014/11/4 1:04,115
114,Out of memory using wallpaperPicker switching wallpapers,"Out of memory using wallpaperPicker switching wallpapers

Out of memory issues arise when switching wallpapers using
WallpaperPicker quickly, due to not releasing large Bitmaps
before allocating space for new ones.

Resolved by securing that wallpaper bitmaps are set to null
in order to be garbage collected when switching wallpaper.

Added stability correction making sure noone can retrieve
bitmap once it has been recycled by first calling
WallpaperManager.forgetLoadedWallpaper().

Change-Id: I318ee46d8613bec15dd52dd7b61ae950e760e6f6
",2014/7/8 9:56,118
115,Out of memory using wallpaperPicker switching wallpapers,"Out of memory using wallpaperPicker switching wallpapers

Out of memory issues arise when switching wallpapers using
WallpaperPicker quickly, due to not releasing large Bitmaps
before allocating space for new ones.

Resolved by securing that wallpaper bitmaps are set to null
in order to be garbage collected when switching wallpaper.

Added stability correction making sure noone can retrieve
bitmap once it has been recycled by first calling
WallpaperManager.forgetLoadedWallpaper().

Change-Id: I318ee46d8613bec15dd52dd7b61ae950e760e6f6
",2014/7/8 9:56,118
116,Restore untrusted glStencilMask value on resume after functor,"Restore untrusted glStencilMask value on resume after functor

Fixes an issue where the stencil buffer is corrupted
(used in overdraw debugging, path clipping) when used in
conjunction with a HW accelerated WebView.

bug:15023700
bug:16465551

Change-Id: I1808c3b513cbebc1848e0ad04ca676faafeebebf
Signed-off-by: Digish Pandya <digishp@codeaurora.org>
",2014/11/24 8:24,124
117,Two CTS Accessibility test cases fail,"Two CTS Accessibility test cases fail

The two test cases fails because of the font size is not taking
into consideration, also the word wrapping in EditText is wrongly
positioned.

The solution is to specify the font size in the layout xml-file and
adjust the EditText width to make sure the text is word wrapped
at the desired location for devices with x-large mdpi/hdpi
configuration.

Failing CTS test cases.
AccessibilityTextTraversalTest#
   testActionNextAndPreviousAtGranularityLineOverText

AccessibilityTextTraversalTest#
   testActionNextAndPreviousAtGranularityPageOverText

Change-Id: Ic522ca64d89f690364581c6d679f1039150b77bb
",2013/5/21 10:46,125
118,inital checkin: libpcre,"inital checkin: libpcre

This the initial commit of libpcre, the Perl Compatible Regular
Expression library (http://www.pcre.org/)

The files in the dist/ directory correspond to pcre version
8.36 and are unmodified.

  $ sha256sum pcre-8.36.tar.bz2
  ef833457de0c40e82f573e34528f43a751ff20257ad0e86d272ed5637eb845bb  pcre-8.36.tar.bz2

The top level directory contains 3 symlinks pointing into dist,
and one Android.mk file.

The code compiles, and I've tested a small program to verify that
the functionality is correct. However, no extensive testing has
been done at this point.

Change-Id: Ie304aaf09cc37eb8920b40c3a3f7db61a0fda205
",2014/9/27 23:59,145
119,ART: Calculate dataflow for all blocks,"ART: Calculate dataflow for all blocks

Currently dataflow information is not calculated for catch blocks in order to
reduce overhead. However, this makes assumption that the lack of this
information is only preventing local optimizations to catch block. But in
reality this problematic for global optimizations.

Basically, when dataflow is not allocated for a block, then ssa is not computed
for that block either. When ssa is not computed, other optimizations which
need to know all uses of ssa register do not see it in the catch block.
Complete information is required for correctness.

Change-Id: I5c13344c18409bd172a5d9b07577b4a1353cc733
Signed-off-by: Razvan A Lupusoru <razvan.a.lupusoru@intel.com>
",2014/9/17 0:47,151
120,Fix the wrong mount points of data and cache partitions on vbox,"Fix the wrong mount points of data and cache partitions on vbox

This patch fixed the wrong mount points in the boot script in init.vbox_x86.rc
when starting the vbox, the wrong mount points of data and cache partitions will cause the dvm crashes.

Change-Id: I9ccb94357825fd6bfa671213ddefef5aa702acf1
Signed-off-by: Panfeng Chang <panfengx.chang@intel.com>
Signed-off-by: Jackie Wu <jackie.wu@intel.com>
Signed-off-by: Jun Tian <jun.j.tian@intel.com>
",2012/10/19 8:34,151
121,Update the kernel headers to match external/kernel-headers.,"Update the kernel headers to match external/kernel-headers.

Note that the Linux kernel handed over responsibility for most of the
socket constants to glibc some time ago. Someone had updated our
external/kernel-headers file but not regenerated the bionic headers,
so this change copies the missing stuff from the old bionic <linux/socket.h>
into <sys/socket.h>. This is what glibc does.

I've hacked a few of the other files to #include <sys/socket.h> for
backward compatibility, but even so this requires numerous other
changes to switch people over from direct inclusion of <linux/...> headers.

Change-Id: I0e4af64e631d3cef911a31d90f2f806e058278a0
",2012/9/12 2:05,156
122,[MIPS] Append private_ to AES_set_encrypt_key and AES_set_decrypt_key for MIPS. Update import script to generate o32 .s files for MIPS.,"[MIPS] Append private_ to AES_set_encrypt_key and AES_set_decrypt_key for MIPS.
Update import script to generate o32 .s files for MIPS.

Signed-off-by: Raghu Gandham <raghu@mips.com>
",2012/8/2 0:01,166
123,Update the kernel headers to match external/kernel-headers.,"Update the kernel headers to match external/kernel-headers.

Note that the Linux kernel handed over responsibility for most of the
socket constants to glibc some time ago. Someone had updated our
external/kernel-headers file but not regenerated the bionic headers,
so this change copies the missing stuff from the old bionic <linux/socket.h>
into <sys/socket.h>. This is what glibc does.

I've hacked a few of the other files to #include <sys/socket.h> for
backward compatibility, but even so this requires numerous other
changes to switch people over from direct inclusion of <linux/...> headers.

Change-Id: I0e4af64e631d3cef911a31d90f2f806e058278a0
",2012/9/12 2:05,171
124,Use sigemptyset to initialise signal mask and don't reference sa_restorer,"Use sigemptyset to initialise signal mask and don't reference sa_restorer

Change-Id: I1fb376084e52c7e570f7b68e408be67bea407e9f
Signed-off-by: Chris Dearman <chris@mips.com>
",2012/7/27 2:25,177
125,"Runtime resource overlay, iteration 2","Runtime resource overlay, iteration 2

Support any number of overlays. Support any target package.

In runtime resource overlay, iteration 1, only a single overlay
package was considered. Matching was based on file paths
(/vendor/overlay/system/framework-res.apk corresponding to
/system/framework-res.apk). Introduce a more flexible identification of
overlay packages so that any package is an overlay package if if
specifies the following manifest

<manifest>
    <overlay target=""T"" priority=""P""/>
</manifest>

where T is the package name of the target package, ie the package whose
resources are to be overlaid, and P is an integer [0, 9999] described
below.

During resource lookup, packages are queried to provide a best match
given a configuration. If any package can provide a better match than
what has been found so far, the previous match is discarded. The
priority value P provides the order in which to query overlay packages.
Packages with higher priority value will be queried later. Target
packages are always queried last.

Two overlay packages with the same priority targeting the same target
package leads to undefined behaviour.

The idmap file format has been updated to include the paths to the
corresponding target and overlay packages. This makes idmap files act
both as translation data and as control files: if an idmap file is
present, then and only then should its overlay be loaded. This makes
it possible to enable and disable installed overlay packages. To cache
idmap files, the asset manager considers symbolic links to idmap files
rather than the files themselves.

Idmap files are created by the 'idmap' binary; idmap files must be
present when loading packages. For the Android system, Zygote calls
'idmap' as part of the resource pre-loading. For application packages,
'idmap' is invoked via 'installd' during package installation (similar
to 'dexopt').

For security and version matching reasons, apply a self-imposed
restriction on overlay packages: only load overlays from
/vendor/overlay. This restriction may be relaxed in a future iteration.

Change-Id: If49c963149369b1957f7d2303b3dd27f669ed24e",2012/11/26 12:53,186
126,restorecon /data/anr directory.,"restorecon /data/anr directory.

Restore the security contexts of anr directory
when initially created.

Change-Id: Ia731414ccbcdc7369d24be6db0003c53abcf6ef4
Signed-off-by: rpcraig <rpcraig@tycho.ncsc.mil>
",2012/7/25 17:59,194
127,Add a zipalign flag to page-align stored shared libraries,"Add a zipalign flag to page-align stored shared libraries

Shared libraries can be loaded directly from within apk files, but
only if they are page-aligned.  This change adds a '-p' command
line flag to zipalign, telling it to page-align files whose names
end in "".so"" and which are stored in the archive without compression.

Change-Id: I6a798733e1f0626af6554d3bc674083c3d2b0564
Signed-off-by: Simon Baldwin <simonb@google.com>
",2015/2/16 17:11,209
128,Fix HwRngTest.testConfigurationIfFilePresent CTS failure,"Fix HwRngTest.testConfigurationIfFilePresent CTS failure

external/sepolicy commit 3a4eb96b2a462dd68636c749cec47723fd8dc51f moved
the untrusted_app domain into enforcing. This started enforcing SELinux
rules for untrusted_apps, including CTS tests.

HwRngTest.testConfigurationIfFilePresent() attempts to access the
the major/minor number of the HW random device, which is denied by
SELinux policy. Modify the tests so that, if we detect an IOException,
the device node is considered correct and the test passes.

Addresses the following test failure:

  android.security.cts.HwRngTest#testConfigurationIfFilePresent
  java.io.IOException: Failed to stat /dev/hw_random: Permission denied
  at android.security.cts.LinuxRngTest.getCharDeviceMajor(Native Method)
  at android.security.cts.HwRngTest.testConfigurationIfFilePresent(HwRngTest.java:84)
  at java.lang.reflect.Method.invoke(Native Method)

Bug: 14575413
Change-Id: Iacc512f1ddaac83f53de06b516bd1edb49df9b5a
",2014/5/6 16:36,214
129,"[MIPS,MIPS64] Cherry-pick asm/reg.h file from bionic","[MIPS,MIPS64] Cherry-pick asm/reg.h file from bionic

Adding asm/reg.h into platform 21 for MIPS and MIPS64.

Change-Id: If2ed77607a01463657d443c088728521483f3005
",2015/4/17 11:40,224
130,Address test failures,"Address test failures

Address test failures in I858bba67957904c6c951dbc97b35036a7049e133.

This CL addresses several issues caught in unit tests.
- Equality is not always preserved when we InputMethodSubtype is
  marshalled via Parcel if an InputMethodSubtype is initialized
  without calling InputMethodSubtypeBuilder#setSubtypeLocale(String).
  This is because the mashalled InputMethodSubtype has ""und"" in
  #mSubtypeLocale while the original InputMethodSubtype object
  can have null in #mSubtypeLocale.
- InputMethodSubtype#hashCode() may be changed from existing platforms
  when InputMethodSubtype is initialized with a deprecated language
  code such as ""iw"".

Note that you can run unit tests as follows.

./frameworks/base/core/tests/inputmethodtests/run_core_inputmethod_test.sh \
--rebuild

BUG: 10090157
Change-Id: I6a7666a4c2937775c4cca66e7b7e32621ed5b4c1
",2015/2/14 21:55,224
131,[PTHREAD] Avoid a deadlock during pthread_exit,"[PTHREAD] Avoid a deadlock during pthread_exit

We encountered this deadlock with bootanimation:

thread 1:

exit()
 _cxa_finalize()
  (*fn.fn_ptr)(fn.fn_arg)
   __atexit_handler_wrapper()
    _eglAtExit()
     _eglFiniTSD()
      pthread_key_delete()
       ScopedTlsMapAccess/Lock()
        pthread_mutex_lock(&s_tls_map_lock_);
       pthread_mutex_lock(&g_thread_list_lock);     <= held by Thread 3

thread 3:

pthread_exit ()
  pthread_mutex_lock(&g_thread_list_lock);
  _pthread_internal_remove_locked(thread);
   free(thread);
    je_free()
     pthread_setspecific()
      ScopedTlsMapAccess/Lock()
       pthread_mutex_lock(&s_tls_map_lock_);          <= held by Thread 1

Change-Id: I67ac1850c13f6d16822d9bbb7806806548bd4a12
Signed-off-by: Emmanuel Berthier <emmanuel.berthier@intel.com>
",2015/2/9 14:36,233
132,[MIPS] Benchmark program for libagl MIPS optimizations,"[MIPS] Benchmark program for libagl MIPS optimizations

Change-Id: I9f2b0014319028bc0eab169a92a067c0864d3fc4
",2012/10/10 0:16,252
133,[MIPS] Benchmark test for MIPS memset16/memset32,"[MIPS] Benchmark test for MIPS memset16/memset32

Author: Chris Dearman <chris@mips.com>
AuthorDate: 2011-07-26 19:24:40
Change-Id: I0a7b3360aaf45de8ee47744f7031b84f15f37611
",2012/10/12 21:29,254
134,Remove curReceiver and use curApp instead,"Remove curReceiver and use curApp instead

curReceiver of ProcessRecord is used by both foreground and background
broadcasts. In special condition, it is overwritten by the other
broadcast. It causes ANR.

This change removes curReceiver of ProcessRecord. And use curApp of
BroadcastRecord instead of curReceiver.

Change-Id: I3320dbe5b4ffbf47477d0214fa32c984bba94070
",2014/11/18 15:18,256
135,Fix stagefright crash on devices without a real camera,"Fix stagefright crash on devices without a real camera

Author: Bhanu Chetlapalli <bhanu@mips.com>
Change-Id: Ifead2f00dc98fa9f3f4857ddee05ac1a6e495b64
",2012/10/15 17:58,257
136,Remove some pointless code.,"Remove some pointless code.

Unnecessary disk reads for values that are never
used (and cached elsewhere, so that optimization is
rendered pointless).

Change-Id: Ic14a8b53a96908bb03eae28759d7be2c217e8125
",2014/6/13 16:47,261
137,Enable OpenMP,"Enable OpenMP

Change-Id: I77806236bc46626975be2eea5be7e77956dff757
",2012/12/26 7:25,277
138,FLACExtractor: Don't check size of first STREAMINFO,"FLACExtractor: Don't check size of first STREAMINFO

The size of the first STREAMINFO is not necessarily 042, as some
encoders may fill it with padding. The metadata parser handles
premature EOF just fine, so we don't need to be strict about it.

Change-Id: Ic077633c2622bb54402cdd8f04d30cd2b7776727",2013/12/3 2:01,322
139,"Fix logic that delete ""-wal"" file.","Fix logic that delete ""-wal"" file.

""databaseList()"" method, All files in database folder are returned.
Such as ""-wal"" file, ""-shm"" file and so on.

In case of media provider, it uses WAL mode.
If ""-wal"" file is deleted, side effects appear to SQLITE_IOERR_SHORT_READ and user data is deleted.
Therefore, When deleting a database file, "".db"" extension should be checked.

Signed-off-by : kwangjung kim <kwangjung.kim@lge.com>

Change-Id: Ie833d3990f1988929665d4c1b2ea77ad92bd2ded
",2013/4/3 12:50,376
140,mips: goldfish: Basic kernel support for MIPS Goldfish,"mips: goldfish: Basic kernel support for MIPS Goldfish

Change-Id: Ia3463b5195068505e458c611ca28c90c75fdb17c
Signed-Off-By: Chris Dearman <chris@mips.com>
Signed-Off-By: Bhanu Chetlapalli <bhanu@mips.com>
Signed-off-by: Raghu Gandham <raghu@mips.com>
Signed-off-by: Young-Ho Cha <ganadist@gmail.com>",2013/3/14 1:23,391
141,DeviceManager: fix Device hashCode.,"DeviceManager: fix Device hashCode.

The new optional attributes (tag-id and boot.props) should not change
a device's hashcode when the attributes are not used/defined.

Change-Id: I2fcfe61d559bfa654e659e02cd39fce802d5699d
(cherry picked from commit 03b8f3ee81d6d63520108c88391a05eb6525bf6d)",2014/2/21 21:49,479
142,"[AUDIO] When setting a null device for an audio output, force the next routing request.","[AUDIO] When setting a null device for an audio output, force the next routing request.

When a null device is set for an audio ouput, the outputDesc->mDevice is not updated,
thus the routing update is not done next time the device is selected for that output.
To meet the device change conditions, a boolean member mForceRouting has been
introduced to force the routing next time the output is set with a non-null device.

Change-Id: Ia0aa2f27fe63c39f0980dec2e1e79dbc26b81e56
Author: Vincent Becker <vincentx.becker@intel.com>
Signed-off-by: Vincent Becker <vincentx.becker@intel.com>
Signed-off-by: Zhi Jin <zhi.jin@intel.com>
Signed-off-by: Shuo Gao <shuo.gao@intel.com>
Signed-off-by: Bruce Beare <bruce.j.beare@intel.com>
Signed-off-by: Jack Ren <jack.ren@intel.com>
Signed-off-by: Robert Beatty <robert.m.beatty@intel.com>
",2014/6/25 21:41,562
