Id,Title,Message,Time,Time_diff
84,MRU list implemention.,"MRU list implemention.

QMRUList in QtGui
QMRUMenu in QtWidgets

platform dependent implementiation working together with Mac Sandbox

Change-Id: Ib19c90a22ba5d8277d0260d220b64556226cb589
",10/4/2012 09:26:59,181
85,"Add parent / child getters, rename prefix to ancestor","Add parent / child getters, rename prefix to ancestor

Change-Id: I354689a01a8ec30e8bc3b2545bfc24ceb0ff8ab1
",27/8/2014 11:12:22,151
86,Vista style: Don't draw scrollbar gripper if not enough space,"Vista style: Don't draw scrollbar gripper if not enough space

Fix a regression introduced by 176bd1edfadcb68b:
As a side effect, the above patch unconditionally sets the size of the
QRect gripperBounds, leading to the gripperBounds.isEmpty() check to
always succeed.

Task-number: QTBUG-42001
Change-Id: I261346b96e4c29601e2064853c5a30eaadb668f4
",21/10/2014 08:26:29,5
87,Vista style: Don't draw scrollbar gripper if not enough space,"Vista style: Don't draw scrollbar gripper if not enough space

Fix a regression introduced by 176bd1edfadcb68b:
As a side effect, the above patch unconditionally sets the size of the
QRect gripperBounds, leading to the gripperBounds.isEmpty() check to
always succeed.

Task-number: QTBUG-42001
Change-Id: I261346b96e4c29601e2064853c5a30eaadb668f4
",21/10/2014 08:26:29,4
88,WIP: Fix compilation for -opengl=dynamic builds (Windows),"WIP: Fix compilation for -opengl=dynamic builds (Windows)

Change-Id: I9a1c0856df5e062f108d34b7c163e638760c1712
",18/9/2014 11:53:09,5
89,Register QQuickWindow* as a meta type,"Register QQuickWindow* as a meta type

QQuickItem::window is a new property introduced in Qt 5.4. This change
ensures that reading the property (consider iterating all available
properties like QML TestCase does) without importing QtQuick.Window
does not throw:

    QMetaProperty::read: Unable to handle unregistered datatype
    'QQuickWindow*' for property 'Foo::window'

Change-Id: Icb7fee6ecc2f7c47ad57d1f1b09ae41edd2b7c5d
",30/7/2014 12:09:01,131
90,Android: Fix Qt4 compile,"Android: Fix Qt4 compile

Change-Id: I7d4261e36ddfa64f0483b031e8fd3062800be85e
",30/7/2014 07:39:57,0
91,Do not decode the HTTP resource name,"Do not decode the HTTP resource name

The resource needs to be sent encoded in the HTTP request

Change-Id: I3c6c56f5fea1553f3b5751de7da0cfc76150f4b9
",9/3/2015 17:39:19,177
92,Do not decode the HTTP resource name,"Do not decode the HTTP resource name

The resource needs to be sent encoded in the HTTP request

Change-Id: I3c6c56f5fea1553f3b5751de7da0cfc76150f4b9
",9/3/2015 17:39:19,355
93,Do not decode the HTTP resource name,"Do not decode the HTTP resource name

The resource needs to be sent encoded in the HTTP request

Change-Id: I3c6c56f5fea1553f3b5751de7da0cfc76150f4b9
",9/3/2015 17:39:19,355
94,Merge remote-tracking branch 'origin/5.5' into dev,"Merge remote-tracking branch 'origin/5.5' into dev

Conflicts:
	src/widgets/accessible/qaccessiblewidgets.cpp

Change-Id: If032adb9296428f62384ed835dbf41ee7a0b886c
",27/3/2015 06:30:51,27
95,Doc: Fix various documentation issues,"Doc: Fix various documentation issues

    - Use 'Qt Canvas 3D' as the module name throughout the
      documentation.
    - Replace unnecessary use of \group with \page commands
    - Fix example group page not being generated correctly
    - Add QML types to the correct module, remove their use
      of \ingroup
    - Replace 'indexes' variable with 'depends' as this is
      no longer a module external to Qt.
    - Add correct dependencies and ensure linking to other
      Qt module docs works.
    - Style and language fixes
    - Limit line width to 80 characters in .qdoc files

Change-Id: Ib4f4ca59e250db3a5d60c4988701a8fb209438c1
Task-number: QTBUG-45247
",31/3/2015 09:59:13,8
96,Updated submodules.,"Updated submodules.

Change-Id: Ie0b703ccb7081240278fd803d18d3da11bc3b1b7
",26/3/2015 12:41:14,2
97,Introduce QRgba64 structure for 64bit RGBA values,"Introduce QRgba64 structure for 64bit RGBA values

This structure is meant to replace QRgb where higher precision is
needed.

Change-Id: I49d441e2133371a8b91c2e6af0c137bcc5fcb9ed
",12/2/2015 14:43:20,262
98,Merge remote-tracking branch 'origin/5.5' into dev,"Merge remote-tracking branch 'origin/5.5' into dev

Conflicts:
	src/webengine/api/qquickwebengineview_p_p.h
	src/webengine/ui_delegates_manager.cpp
	src/webengine/ui_delegates_manager.h
	src/webenginewidgets/api/qwebenginepage_p.h

Change-Id: I8052de4d3b2e68a950832226f6f99e2aafca5505
",12/3/2015 14:53:10,274
99,Fix tst_qaccessibility::textEditTest for some screen resolutions,"Fix tst_qaccessibility::textEditTest for some screen resolutions

On a high resolution display the test will potentially create a text
edit that introduces line breaks and these make it fail then.

Change-Id: Ie82cc4b4139fe0f51ddca219c5c911957fa715b7
",10/2/2015 17:06:33,236
100,Update copyright headers,"Update copyright headers

Qt copyrights are now in The Qt Company, so we could update the source
code headers accordingly. In the same go we should also fix the links to
point to qt.io.

Change-Id: I9e68d256991ef7325c29c38ce9c007506ce6b150
",12/2/2015 07:36:08,291
101,Fix some qdoc-warnings.,"Fix some qdoc-warnings.

qtmultimedia/src/multimedia/qmediaserviceprovider.cpp:850: warning: Cannot find 'defaultDevice(...)' in '\fn' QMediaServiceSupportedDevicesInterface::defaultDevice(const QByteArray &service) const
qtmultimedia/src/multimedia/qmediaserviceprovider.cpp:850: warning: Cannot find 'defaultDevice(...)' in '\fn' QByteArray QMediaServiceSupportedDevicesInterface::defaultDevice(const QByteArray &service) const
qtmultimedia/src/multimedia/video/qabstractvideofilter.cpp:261: warning: Undocumented parameter 'parent' in QAbstractVideoFilter::QAbstractVideoFilter()

Change-Id: I72bfc1dc7697cd1323cb7aad16539932ace9d8ea
",20/2/2015 13:37:47,0
102,BareMetal: Support remote channel without port,"BareMetal: Support remote channel without port

e.g. ""| vgdb""

Change-Id: Iedae02dab5bbb884d57604605597225fe9a262c2
",9/2/2015 21:05:38,208
103,Core: Remove unneeded qualifications,"Core: Remove unneeded qualifications

Mostly done using the following ruby script:
Dir.glob('**/*.cpp').each { |file|
  next if file =~ %r{src/shared/qbs|/qmljs/}
  s = File.read(file)
  s.scan(/^using namespace (.*);$/) {
    ns = $1
    t = s.gsub(/^(.*)\b#{ns}::((?!Const)[A-Z])/) { |m|
      before = $1
      char = $2
      if before =~ /""|\/\/|\\|using|SIGNAL|SLOT|Q_/
        m
      else
        before + char
      end
    }
    if t != s
      puts file
      File.open(file, 'w').write(t)
    end
  }
}

Change-Id: I5c6690f51488bf8ca3610ba9fb11e6e5fd814aaa
",3/2/2015 21:56:28,98
104,Add QNX650 to nightly builds,"Add QNX650 to nightly builds

Change-Id: I17844ad4362fb05d0b33762d199e154f36eb0d57
",27/1/2015 10:42:19,0
105,Haiku: Add implementation for QStandardPaths,"Haiku: Add implementation for QStandardPaths

Change-Id: Ic64a5ab3a1ef711180b855ee99154177b7e25696
",14/1/2015 10:11:44,7
106,Squish: Load QmlProjectManager if needed for debugger tests,"Squish: Load QmlProjectManager if needed for debugger tests

Change-Id: Iffea74ffa8794b8c496987a4eb22ff76f181f55e
",14/1/2015 16:47:25,0
107,Update qbs submodule and do the necessary adjustments.,"Update qbs submodule and do the necessary adjustments.

Namely:
    - Expose the new build options in the UI and document them.
    - Remove the default deployment step.

Change-Id: Ic2c9fd93276ab925effe327fac38642d2153f6cc
",9/1/2015 09:30:22,236
108,Stabilize tst_qquickflickable.,"Stabilize tst_qquickflickable.

- Use one engine per test
- Use QQuickView for the margins test
- Verify QWindow cleanup.

Change-Id: Id2a10b56101832c362822963a2a7bd1d66daa143
",26/11/2014 09:02:29,3
109,Don't disable C++11 on Mac OS X,"Don't disable C++11 on Mac OS X

On OS X, enabling C++11 has the side effect of switching
the standard library from libstdc++ to libc++. Qt 5.2
enables C++11 by default, which leads to a Qt build
that uses both standard libraries. This is something
we would like to avoid.

Change-Id: I0ad8fb550ef79ac37ac97a75799ac38aa19d39d4
Reviewed-by: Fawzi Mohamed <fawzi.mohamed@digia.com>
Reviewed-by: Morten Johan S_rvig <morten.sorvig@digia.com>",19/9/2014 10:45:15,255
110,WIP: Support QOpenGLWidget and QQuickWidget on Android,"WIP: Support QOpenGLWidget and QQuickWidget on Android

Just the enablers, no idea if it will work. Will test it soon.

Change-Id: I6f9261fc0fd993afcda7f30d379c5410069033d3
",20/8/2014 09:48:42,7
111,Install missing index.html for standalone example,"Install missing index.html for standalone example

Change-Id: I908f06bdcea1dfa422cf70817df48cdb1d290690
",11/7/2014 15:06:39,113
112,Collect polish timings from the basic render loop,"Collect polish timings from the basic render loop

By reusing the windows specific event type we can stay compatible with
older clients and even make them evaluate the new events in a somewhat
useful way. At the same time it enables us to change newer clients so
that they'll show all different scene graph changes as separate
entities.

Task-number: QTBUG-39876
Change-Id: I0b4aaf87162c652b8dcea6cd4f54db053f8312fe
",30/6/2014 13:26:29,3
113,tst_qcollator: Exclude failing test cases for non-ICU/Windows.,"tst_qcollator: Exclude failing test cases for non-ICU/Windows.

Change-Id: I17912ddb34337216805259dab9d90eb2c9ac64cc
",27/6/2014 12:48:19,0
114,Updated submodules.,"Updated submodules.

Change-Id: Id244c1196d101d97817594c5ec4f8a76d4bad3a1
Reviewed-by: Jani Heikkinen <jani.heikkinen@digia.com>",18/6/2014 16:06:14,0
115,Updated changes-4.8.6 file,"Updated changes-4.8.6 file

Change-Id: Ia758818a9fcb716baeaf37c0fc37cb79c7974cf5
",16/4/2014 14:58:43,3
116,Fix building of JSC with libc++.,"Fix building of JSC with libc++.

Follow-up to 0de22e8 and 427d50d: the former was not just a cleanup commit,
and part of the changes reverted in the latter actually broke the build with
libc++ again: clang defines __GNUC__ for compatibility with GCC, but if
libc++ is used ext/atomicity.h does not exist.

Change-Id: Id86646d38b7bc62dbe0731f8f32efb2353335210
",18/4/2014 17:40:36,52
117,Detect AArch64 architecture,"Detect AArch64 architecture

Adds WTF platform support for the AArch64 architecture.

Patch is based on WebKit-gtk patch done by Riku Voipio, and was
cherry-picked and tested by Marcin Juszkiewicz.

Task-number: QTBUG-35442
Change-Id: I81b8c43fb3a6a65c56446f84a7b1001075998d1e
",7/1/2014 15:07:33,174
118,Mac OSX: get the correct key code when the control key is pressed,"Mac OSX: get the correct key code when the control key is pressed

The control key results in modifiers having Qt::MetaModifier, and then
the correct character is found in charactersIgnoringModifiers.  The
rest of the time, [nsevent characters] seems to be correct.  If we
use charactersIgnoringModifiers too much of the time, then the keycode
will be wrong in some cases even though typing is still possible.

Task-number: QTBUG-29005
Task-number: QTBUG-31811
Task-number: QTBUG-31977
Change-Id: Ib23b89f03bc9a61fe6d177320fa603c05649e979
",26/6/2013 08:26:57,370
119,Split converter functions out into a different file.,"Split converter functions out into a different file.

This functionality is resuable so it should be made external to clients
(plus we need replacements for functions like QImage::toCGImageRef
which existed in Qt 4).

Change-Id: Id8409805d5c6fa590bc1625242f3f95241cfb463
",7/1/2013 20:21:25,179
120,"Revert ""Move QWindowSystemInterface out of qpa.""","Revert ""Move QWindowSystemInterface out of qpa.""

This reverts commit 784a877d3cd9a1a75aca9c83146389503a966071.

Conflicts:

	src/plugins/platforms/cocoa/qcocoawindow.mm

Change-Id: Iebfed179b3eb7f30e4c95edcae5a8ad6fd50330e
",26/7/2012 17:06:07,0
121,Make the QNX QPA plugin work with non blackberry.,"Make the QNX QPA plugin work with non blackberry.

Change-Id: Id85d18d9f21711e8d53e8e4bfdf39d10e135f593
",18/4/2012 09:00:26,6
122,XCB: fix the key event text conversion,"XCB: fix the key event text conversion

For obtaining the key event string, xcb plugin uses a
QString::fromUtf8(QByteArray &) conversion. From some days, this
function preserves an embedded NUL's for faster processing. Remove
terminating NUL-byte from source QByteArray to restore a proper
text writing in widgets.

Change-Id: I16b28a9eec6da28f27afb2f58b26874432f19788
",13/4/2015 08:32:47,54
123,Add QtWebEngineCore namespace to FilePickerController class,"Add QtWebEngineCore namespace to FilePickerController class

Change-Id: I3d7da23b75c51de59b2a9c7cb6bcac690821e03d
",9/3/2015 12:44:03,174
124,Fix crash in src/corelib/json on shutdown,"Fix crash in src/corelib/json on shutdown

Reason is that during shutdown when the lib is unloaded/cleaned
the static keys QHash was already destroyed.

An alternate, maybe better?, approach would be to turn this
static variables into Q_GLOBAL_STATIC's...

Change-Id: Ie28df0533df0bc2db7048751aca46c08c3bf4b11
Task-number: QTBUG-40987
",26/8/2014 13:43:26,61
125,Fix compiler warning,"Fix compiler warning

The data was initialized in the wrong order

Change-Id: I442554d3c8e637969389d9343a5446154afa8510
",19/1/2015 14:42:03,0
126,Windows fixes for cpp2rep change,"Windows fixes for cpp2rep change

Change-Id: I99b1b3ece8d1f89617c3cf89fb68bcbfc68984eb
",29/11/2014 18:13:51,10
127,Replace usage of Item.window with Window attached property,"Replace usage of Item.window with Window attached property

Change-Id: Ifc1b31312b59cd876db2e5db7917f40c4de56bd0
",8/8/2014 14:33:09,0
128,FusionStyle: Dpi-aware radio button size,"FusionStyle: Dpi-aware radio button size

The radio button radius was specified as 6.5 pixels. On systems with
higher Dpi, we now want the style metrics to adapt. Therefore now the
radio button size depends on the QStyleOption.rect which gest passed to
QFusionStyle::drawPrimitive(). That was already the case for the
checkbox drawing.

Task-number: QTBUG-40277
Change-Id: Ibd4884595216d6c1fa6c692c3fb12993134a2f8c
",18/7/2014 10:19:25,6
129,Update feed URLs for rssnews demo,"Update feed URLs for rssnews demo

The URLs changed. Also Oceania doesn't exist anymore,
added Asia instead as category.

Task-number: QTBUG-37203
Change-Id: Id4dbd445027411b8570569a87e3f60a3a5e0cd8b
",13/6/2014 10:42:16,0
130,QML file loading: honor synchronous requests made through QNAM,"QML file loading: honor synchronous requests made through QNAM

So that it can skip loading state when the underlying
QNetworkReply is already finished.

Change-Id: Ic2d26271868b64bf8a411b4b54d7e5be7ee5d2b5
Parts-of-the-patch-by: Jeremy Nicholl
Task-number: QTBUG-27723",26/11/2012 21:17:22,0
131,fix tst_QMdiArea::subWindowActivated2,"fix tst_QMdiArea::subWindowActivated2

For this test the QMdiArea widget must be active after minimizing and
showing it again. QMdiArea has no active sub window if itself is
inactive.

The original test works if
   1) QMdiArea stays active after calling showMinimized, then showNormal.
   2) or showNormal results in a QShowEvent when unminimizing.

1 doesn't apply, because the window manager activates a different window
when minimizing.
2 doesn't apply, because going from minimized to normal doesn't change
the visibility of the window and thus doesn't send a QShowEvent.

Change-Id: Ic817549ad985ae4bba9dec3589c99218f7201404
",16/7/2012 07:43:49,13
132,WIP: Remove QQuickMouseEventEx,"WIP: Remove QQuickMouseEventEx

Change-Id: Idfcb5e0feac7abde65626602d514e18f679f47b8
",22/5/2012 10:24:46,28
133,Improve the architecture-detection mechanism,"Improve the architecture-detection mechanism

For the Unix part, this now obeys the -v option, printing the full
command-line it used to compile, allowing testers to identify why
something went wrong.

Unfortunately, it requires a full compilation cycle, instead of just
preprocessing. Just one more among the many on Unix, but maybe a
noticeable slow-down on Windows.

Change-Id: I654b70d99887e04c96731a5b91be9ad555e4d8fe",27/3/2012 17:46:25,18
134,Correct mask of A2B10G10R10,"Correct mask of A2B10G10R10

Green mask is missing an F.

Change-Id: I7387ef01ee414abc1a48efec71d71f46922c1bed
Reviewed-by: Oswald Buddenhagen <oswald.buddenhagen@theqtcompany.com>
Reviewed-by: Frederik Gladhorn <frederik.gladhorn@theqtcompany.com>",2015/3/16 11:53,176
135,Add @FULL_VERSION@ qmake variable substitution.,"Add @FULL_VERSION@ qmake variable substitution.

Change-Id: I36adad6acfef5a091368319c11f97038971d94c5
",2014/9/23 8:36,0
136,Fix QWebSocketServer for clients preferring lowercase http headers.,"Fix QWebSocketServer for clients preferring lowercase http headers.

QWebSocketServer should not use case-sensitive compare to validate
http headers for incoming connections.

Task-number: QTBUG-40615
Change-Id: I309e95e06369d1d93e7dec6e4e4866565b069354",2014/8/6 13:17,178
137,Opt-out of the build on platforms where we won't build successfully,"Opt-out of the build on platforms where we won't build successfully

To allow the qt5.git integration, allow the build to succeed if the
repository is checked out on a platform that we don't maintain.

This is the initial list of platforms that we want the integration
to succeed and we can add new ones once we start maintaining them.

Change-Id: Idce2a84eb8d5b1ef7f14d399fe013f666b479108
",2014/8/11 12:47,13
138,Add qtwebchannel as submodule,"Add qtwebchannel as submodule

Change-Id: I9f3564c78d08abdca73ce395f31b3031a829e502
",2014/7/22 18:10,137
139,androiddeployqt: Force Qt Gui dependency for all apps,"androiddeployqt: Force Qt Gui dependency for all apps

Currently, the only way to launch an Android application is through
the platform plugin, which of course depends on Qt Gui. This causes
problems running corelib autotests, since they have QT = core in
the .pro file and thus will not deploy or load the platform plugin.

At some point, we may have a way to launch pure corelib-applications
on Android (like services), but until then, we need to hardcore the
dependency on Qt Gui to make sure these autotests run properly.

Change-Id: Ica794af972a06ec021c1fa28333866296eab96e0
",2014/7/23 14:52,106
140,Avoid race condition in QQmlEngine on shutdown.,"Avoid race condition in QQmlEngine on shutdown.

The QQmlTypeLoader was deleted (and its thread shut down) when
the QQmlEnginePrivate was destroyed. However, the QQmlTypeLoader
runs a thread which would happiliy make calls on the engine and
its managed data. Fix this by stopping the QQmlTypeLoader's
thread right away in QQmlEngine.

Task-number: QTBUG-39905
Change-Id: Ida8e95d083f79237c74b036fd3521133a9fa4ac7
",2014/7/1 12:57,4
141,"Revert ""GCC: Better mkspec suggestion on mac""","Revert ""GCC: Better mkspec suggestion on mac""

This reverts commit 4c863371c44eab119ff440c0ad9ac48378efbc47",2011/12/24 7:43,8
142,xcb: Use XIGrabDevice instead of xcb_grab_pointer with XI 2.2,"xcb: Use XIGrabDevice instead of xcb_grab_pointer with XI 2.2

Switch to using the pointer events from XI2 when touch is available (i.e.
version is >= 2.2). This allows us to select and grab the button and motion
events together with the touch ones. This prevents the issue of not getting
touch events when grabbing via the plain xcb functions.

After all the plumbing and recabling of things the result is much cleaner than
before since now the pointer and touch events, which influence each other in
certain ways anyhow, are handled on the same unified path. The xcb-only path for
pointer events are not changed - that functions as before when XI 2.2+ is not
available.

To prevent touch sequences from being replayed after ungrabbing (for example after
dismissing a popup that caused a grab), we try to accept touches via XIAllowTouchEvents.
Unfortunately this leads to a deadlock and therefore we can only do it when we know
we have a new enough libXi. This is a configure time check which is not ideal since
the system on which apps run can have a newer libXi than the machine that did the Qt
build, but seems like the best we can do.

The environment variable QT_XCB_NO_XI2_MOUSE can be set to 1 in order to prevent
processing mouse events through XInput. This restores the old behavior with broken
grabbing.

Done-with: Michal Klocek <michal.klocek@theqtcompany.com>
Task-number: QTBUG-43525
Task-number: QTBUG-45054
Task-number: QTBUG-30417
Change-Id: I8e7432fe99a44d0ae3d75c3cc8226e3de006d125",2015/3/27 10:51,8
143,Vcs: Use correct project to trim down list of files on commit,"Vcs: Use correct project to trim down list of files on commit

Change-Id: I9961e981864f7dc261c2028fd3b80a36647a9a00
",2015/2/20 10:51,0
144,tst_treeview: Enable tests using mouse double click,"tst_treeview: Enable tests using mouse double click

Change-Id: I721dbda1ef45f78a178d7d901dd530039cb66906
",2015/2/27 11:16,7
145,Fix two gcc warnings,"Fix two gcc warnings

Change-Id: I549eb67109eba2cfb766eec78377d63ecc34d3c8
",2015/2/26 14:07,0
146,xcb: Update mouse buttons from MotionNotify events,"xcb: Update mouse buttons from MotionNotify events

We don't receive ButtonRelease event after closing a popup
by clicking outside of the client area. Thus the internal
state of mouse buttons in the xcb plugin becomes outdated
until we receive ButtonRelease event.

This commit updates the internal state of mouse buttons
from MotionNotify events. So when a user will move a mouse
on the client area, the xcb plugin will send a mouse event
with updated buttons to Qt Gui and QGuiApplication will
detect the following mouse events correctly.

Task-number: QTBUG-35065
Change-Id: Ica334dfbf04f7ef81db86b25262328fe5da11808
",2015/2/9 15:08,20
147,Make it possible to build Qt against custom OpenSSL headers,"Make it possible to build Qt against custom OpenSSL headers

The ""old"" way of building Qt against a specific version of OpenSSL
headers was to append -I/path/to/headers to configure's command line.
This will however effectively prepent the specified path to the
included search paths for all qmake projects.

This patch adds the -openssl-cpaths path option to configure that
will propagate the specified arguments (e.g. include paths) to the
configure build test for OpenSSL as well as into QtNetwork's ssl.pri,
the only place where it is needed.

Change-Id: I22fa219de489644467e72206e43de0e6039ad9a7
",2014/10/29 10:18,165
148,Safeguard QScreen::refreshRate against buggy platform behavior,"Safeguard QScreen::refreshRate against buggy platform behavior

Change-Id: I891bd5272db76e8562f6722b633cc0fdaac5f7a2
Task-number: QTBUG-43853
",2015/1/16 9:43,1
149,QProcess/Win: fix spurious crash,"QProcess/Win: fix spurious crash

QProcessPrivate::_q_processDied() was potentially called twice if there
was a slot connected to readyRead() that called processEvents(), because
the processFinishedNotifier was still enabled when readyRead() was
emitted.
This led to a spurious null pointer access in findExitCode.

Change-Id: I4b796b81f050dc46bb9469602984accaa6ebfa28
Task-number: QTBUG-33731
",2015/2/4 14:17,75
150,Merge remote-tracking branch 'origin/5.4' into dev,"Merge remote-tracking branch 'origin/5.4' into dev

Conflicts:
	.qmake.conf
	tests/auto/controls/data/tst_stackview.qml

Change-Id: I54b55d51452e812315f97bcdfd1a8e361a427f56
",2015/1/16 12:48,29
151,Introduce WebEngineProfile,"Introduce WebEngineProfile

Introduces initial API for the Chromium BrowserContext.

[ChangeLog][QtWebEngineWidgets][QWebEngineProfile] New API for profiles
applying
to groups of QWebEnginePages.

Change-Id: I3c4ef4053fde7564af29178c91a0aca8a2b61a5f
",2014/11/24 17:15,108
152,Read and write QObject pointer properties in QML without registration.,"Read and write QObject pointer properties in QML without registration.

Previously, accessing QObject pointer properties from QML would require
these types to be registered with qRegisterMetaType(), but this
shouldn't be necessary if we're able to read/write the property.

Change-Id: Ic8b00ed93a1e5e42cf7aaaf1c355e89557485c59
",2014/12/1 13:38,11
153,Add QFont::Weight enum values,"Add QFont::Weight enum values

And try to make good use of them in order to match the QFont
request more closely.

Task-number: QTBUG-38482
Change-Id: I768dfa8828e370d77a1c17ecf4796d750b3edd9b",2014/10/27 15:11,75
154,Bump version number to 5.4.1,"Bump version number to 5.4.1

Change-Id: I54231de422ffc63162e49c587f371c56c3312210
",2014/12/7 19:01,86
155,Remove unneeded <Name> property from examples.,"Remove unneeded <Name> property from examples.

Change-Id: I67b97bd033634e6189bda1aa68f5c2bc02ddee76
",2014/12/1 15:16,322
156,Use Holo theme on Android 5.0.,"Use Holo theme on Android 5.0.

This is a temparary ""fix"" until we'll fix all the problems with the new
Android Material theme.

Task-number: QTBUG-42900
Change-Id: I5485cfd5ac5fdd66cb85da423fe2e63e65be010f
",2014/11/26 12:53,0
157,Add support for compiling QtQuick Dialogs ahead of time,"Add support for compiling QtQuick Dialogs ahead of time

Don't try to load .qml files from the disk

Change-Id: Ib2ff82789dbae68f0821bdd1e0697fb2267539d0",2014/11/24 14:47,153
158,Android: Extract AnimatedStateListDrawable,"Android: Extract AnimatedStateListDrawable

Task-number: QTBUG-42488
Change-Id: I6400c5ba54bdc9a0e1db71986432a6653da9e534
",2014/11/14 15:30,1
159,"Revert ""Fix fallbacks for adapted common script""","Revert ""Fix fallbacks for adapted common script""

This reverts 1dd9a0af4f577ccb5578cea562a98686c8e290e6. It was
a band-aid for a change in the unicode itemizing algorithm
which caused the script of a script item to become unreliable.
This change has since been reverted, so the band-aid is no longer
needed, and it also causes problems for WebKit on Windows when
it ends up preferring Arial Unicode MS as the font for Uchen
script, even though the font does not support this script.

The autotest from the reverted commit is kept in place and still
passes.

[ChangeLog][Text] Fixed regression when rendering Uchen text in
WebKit on Windows.

Change-Id: I488c84703bb55a050d90092c6bf9e5c70a9e31c2
Task-number: QTBUG-41372
",2014/11/13 12:13,0
160,CMakeProject: Set file target with most includes,"CMakeProject: Set file target with most includes

This fixes regression 65c113bcbc124a0718444c7eb4238f94eddc7b78 that caused
files to be likely assigned to ""all"" target when all CMake targets were having
sources residing in same directory using Ninja generator. As ""all"" came first
then it became best match in such case.

This introduces slight modification, so target with most include paths is
chosen from these having best file system proximity to source file. Doing so we
select likely real target and get all #include preprocessor directives resolved
properly in the editor.

Change-Id: Ifb85bb5954b4cf5618a6d8444c993c69ebab2259
",2014/11/2 12:07,3
161,Disable the build on Windows RT / Windows Phone,"Disable the build on Windows RT / Windows Phone

Change-Id: I594737c60ed2d4c08de662b8ca534e5abbbffd60
",2014/10/20 11:24,0
162,Add setting ErrorPageEnabled,"Add setting ErrorPageEnabled

This is required so that embedders can implement custom error pages,
and is also needed for tests, where error-page loading has side-effects
on subsequent page loads.

Change-Id: I5ae276a58864a2fa9d7b608bea3340b482a92f4e",2014/10/10 16:44,61
163,make -force-debug-info work for objective C,"make -force-debug-info work for objective C

Task-number: QTBUG-35776
Change-Id: Idb96108963e9330dd62c7878457c30bd74dc79a0",2014/9/25 10:03,115
164,WIP: Improve checking for event/socket notifiers and timers,"WIP: Improve checking for event/socket notifiers and timers

Starting/stopping timers from another thread may result in errors that
may not appear until hours, days or weeks after if a release build of
Qt is used with the GLib/UNIX event dispatchers. Such errors may
manifest as warnings such as ""QObject::killTimer(): Error: timer id 7
is not valid for object 0x2a51b488 (), timer has not been killed"" and
application crashes (e.g. crashes in malloc, realloc and
malloc_consolidate).

Task-number: QTBUG-40636
Change-Id: I2de50d50eb1fc7467fcebb9c73b74d2f85137933
",2014/9/13 11:32,126
165,"Fix cancel operation for example ""Application""","Fix cancel operation for example ""Application""

On the save dialog the cancel option is detected now from exec()
method.

Change-Id: I977626b83fe770ddc148b57551becd04e5fd9dd5
Task-number: QTBUG-41020
",2014/9/16 13:56,0
166,Fix WiX autotest.,"Fix WiX autotest.

Change-Id: I11a7a73517cddb8f69db6270181f92c9674f9367
",2014/9/2 16:04,3
167,ANGLE is never available on WinCE,"ANGLE is never available on WinCE

Change-Id: I853774af533d7f4b37b4789344e531d2688f91f5
",2014/9/9 9:49,123
168,Make sure to save the userId file in the expected place,"Make sure to save the userId file in the expected place

Get the data location from the standard paths.

Change-Id: Ic80d190f5140ece3f4d922f857d783a68eeffdcb
",2014/8/29 12:50,231
169,Fix render scenegraph with no context,"Fix render scenegraph with no context

Related to commit 5494dc7bff733 which fixes QTBUG-39858
but introduces a new side-effect using the same
Qt-creator plugin like in the bugreport.

Problem is that the context is invalidated but not
destroyed and hence not recreated after hide+show
what results in

QQuickWidget: render scenegraph with no context
at QQuickWidgetPrivate::renderSceneGraph

The working solution is to also proper destroy
the context on QQuickWidget::hideEvent like done at
other places too. Then on QQuickWidget::showEvent
the context is recreated and then proper rendered.

Change-Id: I187f9e3ec144a36f67d10523534d2953c04fdb85
",2014/8/15 13:24,1
170,Backport: use backslashes for UNCs path,"Backport: use backslashes for UNCs path

Qt5:18c916517f3004d34482c20ed66bf09ec274d385
Task-number: QTBUG-13359

Change-Id: I2f38ecb76d87b87dc1d40bd48c94c78550a6ca1f
",2014/8/8 22:01,0
171,Remove QQuickWindow::glslVersion & glslIsCoreProfile,"Remove QQuickWindow::glslVersion & glslIsCoreProfile

Superceded by the SurfaceFormat attached type

Change-Id: I7511fd28eb375eb3cd3cdd4bda6d82c1883e3094
",2014/8/10 11:28,32
172,Get rid of setTimeout calls in qwebchannel.js client code.,"Get rid of setTimeout calls in qwebchannel.js client code.

This was a historic artefact which should not be required anymore.
Back then it was added when trying to improve the perceived performance
of the webchannel on an embedded device. Nowadays, using the built-in
WebKit IPC mechanism instead of WebSockets, paired with the rest of
the code cleanup and other changes, it should not be required anymore.

Change-Id: I4b2d76d84aaf92e12592a0b2bcf94710b697846e
",2014/8/11 11:47,2
173,Get rid of setTimeout calls in qwebchannel.js client code.,"Get rid of setTimeout calls in qwebchannel.js client code.

This was a historic artefact which should not be required anymore.
Back then it was added when trying to improve the perceived performance
of the webchannel on an embedded device. Nowadays, using the built-in
WebKit IPC mechanism instead of WebSockets, paired with the rest of
the code cleanup and other changes, it should not be required anymore.

Change-Id: I4b2d76d84aaf92e12592a0b2bcf94710b697846e
",2014/8/11 11:47,2
