Id,Title,Message,Time,Time_diff
85,[WIP] Add Nova-network support to service_instance module,"[WIP] Add Nova-network support to service_instance module

Till that moment it was possible to use Generic driver only with Neutron.
Nova network still is used in various deployments, so add support for it.

List of changes:
- Split service_instance to two parts - compute and networking.
- Implement networking part as 'network helpers'.
- Add new config option 'service_instance_network_helper_type' that supports
only two values - 'nova' and 'neutron' respectively.
It is required option. Default value is 'neutron'.

Details on Nova-network approach:
- Due to resctrictions of Nova network, where security group rules are applied
to all VM network interfaces, no need to create service network, because it
will be just duplication. Service instance will use only one network that is
provided within share-network entity.
- Host of manila-share service should have network connectivity for all
networks, that are going to be used for share creations.
- Nova network helper does not create resources, so, network is not configured
by Manila in that case. So, network infrastructure can be either flat or using
VLAN segmentation as well.

TODO: Fix and add unit tests

Change-Id: I7462fe3d6fa944d391628b8e2b374cf5593924ea
",2015/2/14 18:39,61
86,Add pci_stats to ComputeNode object,"Add pci_stats to ComputeNode object

The compute_nodes table has a field called pci_stats
that is used to pass pci device availability to the
scheduler. The pci device data is obtained by the virt
drivers and passed to the resource tracker in the available
resource data. The resource tracker creates pci pools to
track the number of similar devices as a resource.

The pci_stats field contains the pci pool data.

A new object versioned called PciPool has been created for
the data about pci pools. The pci_stats field is added to
the ComputeNode object as a list of PciPool objects. The
type of the field is:

    ListOfObjectsField('PciPool')

The format that the PciPool object uses to store data in the
database is made backward compatible with the existing format.

There is an alternative patch by yjiang5 that does not version
the data in the field, this patch replaces that one. The original
can be found here Ifde89b209f2fcc2283894195b1e7e866cf28dccb

Change-Id: I625f13061fddfb0cdb16c8e36336656b40696447
",2014/11/28 19:47,121
87,db migration failed when plugin name alias used in config file,"db migration failed when plugin name alias used in config file

due to blueprint config-plugin-by-name[1], convenient plugin name alias
can be use in config file, but the db migration doesn't understand the
name alias.

[1] https://blueprints.launchpad.net/neutron/+spec/config-plugin-by-name

Closes-Bug: #1294016
Change-Id: Idf13417c85bfafa666ca1d9fb5e94a5164d74abd
",2014/3/18 10:43,24
88,Add config generator support,"Add config generator support

Change-Id: Ia53997fce3e0e69c3c736c7b088c40a619755c7d
",2014/9/30 13:59,14
89,remove scary error message in tox,"remove scary error message in tox

Found an interesting cantrip in the devstack tox.ini that gets rid of
the scary can't find bash error message at the beginning of test
runs. Reducing non error looking error things make it easier to see
real errors.

Change-Id: I4e1b826626063bf8d5a15531f5768f9ce0eea6a5
",2014/10/1 10:27,6
90,Properly initialize rpc in cinder-volume-usage-audit,"Properly initialize rpc in cinder-volume-usage-audit

When RPC isn't initialized, any RPC based notifiers will fail, which
renders cinder-volume-usage-audit mostly useless.

Change-Id: I0b2d63871c0e57f8a9a55059c5fa22dc785b2767
Closes-Bug: #1316483
",2014/5/6 9:08,6
91,add boto special casing for param changes in 2.4,"add boto special casing for param changes in 2.4

boto 2.4 has some interface changes with the get_http_connection
call which adds port as a non optional parameter *in the middle of*
existing non optional parameters. It's a special kind of incompatible
change.

We are already special casing around boto in the unit tests, lets
just do more of that if we are running on a newer version.

Change-Id: If388d872286eca15bf24a582db1bac22224a8b24
",2013/10/10 11:45,0
92,Stop installing PyPI things via apt,"Stop installing PyPI things via apt

It may, and in fact, it is, completely baffling to behold, but it turns
out that the interaction between distro installed and pip installed
libraries is not a good one. In fact, it's a completely and total
disaster which shows clearly the work of a bunch of provicial-minded
people who don't know how to cooperate or admit that someone else might
have a different opinion.

Nonetheless, thus is the world in which we actually exist, theory of how
things should be notwithstanding. We were requested by the distros to
stop managing our own apt repos, so we install our depends via pip now.
Additionally, we now actually even GATE on the pip requirements list.
That means that the requirements list that indicates packages from PyPI
is the absolute and total list of requirements in the form that we can
manage.

Thus - installing those packages also via apt is a not only a waste of
time, it's dangerous because of the undefined interactions between
distro and pip.

Change-Id: I18e480a3312078bde26fc590d4d793e0795e7078
",2013/8/2 22:01,0
93,Fix nova test_notifier wrt new notifier API,"Fix nova test_notifier wrt new notifier API

The Oslo notifier api lost add_driver(), and nova copy of that code has
been updated recently, so that broke Ceilometer testing of that piece.
Fix it by using another mechanism to test.

Change-Id: I0169fcc9955501d490dfcdd7742205ea5c9ba15b
Closes-Bug: #1211532
",2013/8/13 9:16,0
94,Fix volumes search by metadata,"Fix volumes search by metadata

The metadata parameter is urlencoded (to string) by cinderclient
but isn't decoded back to dict by the API.

The metadata parameter needs to be converted back to dict
to be of any use by the filters parameter of get_all().

The original implementation has been done by:
Mathieu Gagne <mgagne@iweb.com>

Fixes: bug #1195015

Change-Id: I19d7d386afddddc067e9f4ef86967c9b72d9e530
",2013/7/21 10:11,0
95,Handle IPMI transient failures better.,"Handle IPMI transient failures better.

Sometimes, IPMI ""power status"" doesn't return either ""on"" or ""off"".
When this happens, the IPMI driver shouldn't assume what the state is,
and the baremetal driver shouldn't assume that NOSTATE means SHUTDOWN.

Fix bug 1178378.

Change-Id: I54a5e6309f68ab8e5601e65039366d7d87c03478
",2013/5/14 2:16,3
96,Add tests for image visibility filter in db,"Add tests for image visibility filter in db

Some aspects of visibility filtering in the db api were not being
tested. This patch adds tests to ensure visibility=public|private is
working properly.

Change-Id: I67a4b8e33fab6f4f8f1ed4b05b2b8cac10153105
",2013/3/22 22:05,0
97,Handle compute node records with no timestamp.,"Handle compute node records with no timestamp.

Commit 94560ab57d9fc23673f42017e6f2a78cb2b66b7a added a fast-path
to avoid work when baremetal compute nodes haven't changed, but if
the compute message has None for its updated-at timestamp (which
can happen during startup) the comparison crashes.

Change-Id: Ib8add431d975eee133deefea62eb53479a97396e
",2013/1/7 2:15,6
98,Remove fixed OVS_BRANCH,"Remove fixed OVS_BRANCH

After this patch, user can define OVS_BRANCH in local.conf, which
is defaulted to master.

Change-Id: I2a640be22903634e74ddfe0394a771b3526daa0e
Closes-bug: 1641524
",11/14/2016 07:58:04,75
99,Have RouterRoute object increment Router revision,"Have RouterRoute object increment Router revision

When modifying RouterRoute objects on a Router (e.g. adding a route to a
router via the ExtraRoute extension), have the modification update the
Router's revision number.

Change-Id: If9bb56442375efac3043b9de0a03972552ac34bf
Closes-Bug: 1632080
",10/10/2016 19:48:08,17
100,Support a mixed DPDK and non-DPDK environment,"Support a mixed DPDK and non-DPDK environment

Now that OVN ML2 driver can read the chassis table of the OVN SB DB,
we can make use of the external_ids column of the chassis table to
determine the datapath type of the chassis.

When the bind_port() function is called, this patch determines the
vif_type by getting the value of 'datapath-type' key in 'external_ids'
column from the chassis row where the port is to be bound.
If the value of 'datapath-type' is 'netdev-dpdk', vif_type will be set to
'vhostuser', else vif_type will be set to 'ovs'.

The config param 'vif_type' is deprecated and is no longer used.

Change-Id: Ia97198a5bceb5d8d39d8556346f3709846f3c5ad
Closes-bug: #1606458
",07/26/2016 08:17:37,0
101,Fixes inconsistent positional arguments naming,"Fixes inconsistent positional arguments naming

When priting the help menu for Swift commands, it is confusing to see
both positional arguments and options not disctinguished. The
positional arguments are supposed to be enclosed in angular braces <>,
and the options must be enclosed in square braces [].

Change-Id: Ie84a90eb0278dd2cdf5775948572bb140f8d2c4b
",09/06/2016 15:52:16,10
102,Added check for ceilometerdb size,"Added check for ceilometerdb size

Change-Id: Icdd28c18aee7bb0f96d01e194f17de5eee164ba6
",08/12/2016 15:05:45,1
103,Pin puppetlabs-spec-helper,"Pin puppetlabs-spec-helper

We are pinning this because the latest version (1.2.0) requires ruby 2.2
which we don't have. We're largely following suit with what the puppet
openstack modules are doing.

Change-Id: I9153aac8c122e0379cf9e8247cb34c6acc0921fc
",08/23/2016 20:49:01,0
104,Customizations for ceilometer,"Customizations for ceilometer

This patchset contains customization of Dockerfile of ceilometer containers

Change-Id: Iee8db7e105fbd8c3d5c947dd3b7c5e0ca7c49b78
Partially-implements: blueprint third-party-plugin-support
",07/25/2016 19:57:54,41
105,[WIP] Enable CRUD for trunk ports,"[WIP] Enable CRUD for trunk ports

This patch enables basic CRUD operations on trunk ports. Trunk ports
are persisted in the Neutron model and visible through the API, but
the data path is not rendered by L2 agent.

Change-Id: I26453eb9a1b25e116193417271400994ac57e4c1
Partially-implements: blueprint vlan-aware-vms
",05/23/2016 18:02:06,26
106,Move rabbit configurations to oslo_messaging_rabbit section,"Move rabbit configurations to oslo_messaging_rabbit section

Configuration with oslo.messaging is listed in the DEFAULT section
in etc/barbican/barbican.conf.
According to this Change ""I96a9682afe7eb0caf1fbf47bbb0291833aec245b""
of oslo.messaging, we now prefer to set them in ""oslo_messaging_rabbit""
section.

Closes-Bug: #1590231
Change-Id: I2b952012b2192cfb95e28cf11f78cf56d6a414ca
(cherry picked from commit 45032b2b7d024e35e2a9dda5050df3c1de300c51)",06/12/2016 07:06:45,641
107,Add new repository for fuel-plugin-kafka,"Add new repository for fuel-plugin-kafka

This project is developed and managed by the team already maintaining
the StackLight/LMA Fuel plugins because we plan to leverage Kafka in the
near future.

Change-Id: I39e8e7c9bb384025639286791e61e0e9f00ff5e3
",04/26/2016 14:48:52,22
108,[functional] Fix wrong message in server description test,"[functional] Fix wrong message in server description test

By unknown reasons(at least for me), output of `nova update` command for
description field started fail.
Test name:
  TestServersDescription.test_update_with_description_longer_than_255_symbols

The error message doesn't include new line at the start of message anymore.
Also, I don't know why new line was there in the past. The main behavior and
error message are not changed, so let's remove '\n' from assertation and
unblock gates.

Change-Id: I8442fe837985600250ccdf0d1398424f1fca2185
",06/30/2016 15:08:40,6
109,[WIP] Add Ironic to overcloud,"[WIP] Add Ironic to overcloud

Change-Id: I541be905022264e2d4828e7c46338f2e300df540
",05/13/2016 14:40:18,34
110,Import Panko,"Import Panko

Change-Id: I9a5efb4dcaa6800c38d4d6b91f808a2ebce84408
Depends-On: I0b465c70990283cab46da9bd98decb7fd34e43b2
",05/19/2016 13:47:33,51
111,[WIP] Add key injection support to tosca.nodes.nfv.VDU.Tacker,"[WIP] Add key injection support to tosca.nodes.nfv.VDU.Tacker

Implement the 'key_name' parameter in templates by adding the new property
to tacker_nfv_defs.yaml.

Todo:
[*] Additional unit tests
[*] Documentation updates

Change-Id: I1838b283a60c387a7cb92e6c8ebebe7ca8ac5141
Closes-Bug: #1578785
",06/06/2016 23:51:09,139
112,Add segments to hosts mappings for Routed Networks,"Add segments to hosts mappings for Routed Networks

This patchset adds code to update a segments to hosts mapping in the DB from
L2 agents state reports to the Neutron server

Change-Id: If3e0b4723f11e52a520a969f45c82e32f3980fd9
Partially-Implements: blueprint routed-networks
",02/26/2016 21:35:08,217
113,Update tempest test vars,"Update tempest test vars

This commit does the following:

- removes tempest_git_repo since this is the default in the tempest
  role
- updates tempest_git_install_branch to master
- adds tempest_requirements_git_install_branch so we can properly
  constrain the installation of tempest itself

Change-Id: Ifa8de2c962f0bc9c1e6351eac667d4ca95a73757
",05/12/2016 06:31:42,12
114,"Doc rework for quickstart, multinode, and image-building","Doc rework for quickstart, multinode, and image-building

Change-Id: Iec175ee7f60bfd11ce06b22c861e51e180c188a9
Partially-implements: blueprint documentation-rework
",05/02/2016 22:34:58,82
115,"Included ""sudo"" for devuser element","Included ""sudo"" for devuser element

Currently this is already supported. But when the image is built with
""ironic-agent"" element, the package is removed which is required if the
image also includes ""devuser"" element.

Change-Id: Ida9b1885f745146071e4b2d85ae59341ac85d5c8
Closes-Bug: #1572486
",04/21/2016 05:05:54,258
116,"Revert ""Actually use the service domain in V3 jobs""","Revert ""Actually use the service domain in V3 jobs""

Devstack code doesn't work with this, and so all devstack /
tempest jobs are now failing. This needs to be reverted,
the devstack code fixed, then reapplied.

This reverts commit 0376abf3feb3d9f1acdfc822b633208de8f2d2fa.

Change-Id: I4fdd791c6b30b1a2f5bd3a1b4b0b59c3d17a2d80
",05/12/2016 15:21:29,0
117,Initial rough draft of the Ironic ML2 Integration,"Initial rough draft of the Ironic ML2 Integration

This is the first draft of the specification. It is not ready but has been
submitted to illicit responses on the initial ideas contained therein. The
API work etc. will be completed after consensus on the way to proceed.

Implements: blueprint ironic-ml2-integration

Change-Id: I7841599c9bf42a8442e679eeed05cb5d00eae4b3
",06/04/2015 17:51:33,1
118,Fix pep8 errors related to i18n module,"Fix pep8 errors related to i18n module

[1] The neutron introduce new hacking rule of N340 and N341. This patch
resolves pep8 errors by moving _i18n file into networking-sfc directory.

[2] Analysing py27 error , will post new patch to fix those

Change-Id: Id1b195f324e3947c5c57b79e0f878211a2815e48
",04/06/2016 16:56:21,7
119,Add GlanceRegistry to the endpoint map,"Add GlanceRegistry to the endpoint map

This patch adds GlanceRegistry to the endpoint map. This
will make accessing Glance registry setings via the endpoint
map possible.

As part of this we also rename 'Glance' to 'GlanceApi' in
the registry map so it is more specific.

Change-Id: I9186e56cd4746a60e65dc5ac12e6595ac56505f0
",04/09/2016 17:56:35,10
120,Create openstack/designate-tempest repository,"Create openstack/designate-tempest repository

Change-Id: Ica5c6156e6ae38e02167b9be7fc9bc7520723204
",04/04/2016 16:14:22,41
121,NexentaStor drivers: resize volume if cloned image is larger,"NexentaStor drivers: resize volume if cloned image is larger

Extend volume if during create_volume_from_snapshot() the new
volume is larger than the image it was cloned from.
Added 'size' in snapshot check to avoid KeyErrors.

Change-Id: I620e7896238f80710b229c0315cce4457a2291ae
Closes-Bug: #1561679
",03/24/2016 21:23:31,3
122,expose pxe/pxe_bootfile_name,"expose pxe/pxe_bootfile_name

Change-Id: Iff651d2c690a972e8f8dd68c15de4ddf5c5e3efb
",03/30/2016 13:07:31,55
123,PLUMgrid Neutron integration,"PLUMgrid Neutron integration

Enable PLUMgrid neutron liberty plugin in a TripleO overcloud environment.

Change-Id: I07025f67ec3f3399aac4dcd10cc37e857772548b
Signed-off-by: Qasim Sarfraz <qasims@plumgrid.com>",12/15/2015 14:07:30,5
124,Set OS_TENANT_NAME for backward compatibility,"Set OS_TENANT_NAME for backward compatibility

Some clients still rely on OS_TENANT_NAME so we
should define and export it

Change-Id: I5bc29ee6b459078f34bc6ac3a8e771a8192de4a1
",03/28/2016 18:14:11,5
125,NetApp: Add Replication support in cDOT,"NetApp: Add Replication support in cDOT

Add support for the replication driver workflows
within the NetApp single-svm cDOT driver.

Implements: blueprint netapp-cdot-single-svm-replication
Co-Authored-By: Clinton Knight <cknight@netapp.com>
Co-Authored-By: Goutham Pacha Ravi <gouthamr@netapp.com>

Change-Id: I0a55433f1953facdd5169a2991c67d3f046bcf06
",02/02/2016 21:32:23,82
126,move fedora23 devstack to experimental,"move fedora23 devstack to experimental

fedora23 job is quite often taking the full 3 hours to timeout and
fail its tests on devstack, which is holding up getting changes
landed.

There are multiple contributing factors:

* fedora23 is on non performance nodes (reason unknown)
* as such it only has 4 cores, so tempest is only running 2 way
* there is no wheel cache, so 13 minutes are spent installing python packages
* rpm package installation runs nearly 8 minutes

Various of these should be addressed and get the timing under control
in experimental before we move it back to check.

Change-Id: I77bf276dd791e7efdc3ac99c5c3d31558f684223
",03/23/2016 16:20:17,0
127,Drop openstack::ceilometer,"Drop openstack::ceilometer

This uplifts the openstack::ceilometer directly into the calling tasks

Change-Id: Ic49ef5d9df5220b3a18e89ce478578e42feda64f
Blueprint: fuel-remove-conflict-openstack
",02/25/2016 00:55:59,13
128,Ignoring cpu measurement when instance's state is SHUTOFF.,"Ignoring cpu measurement when instance's state is SHUTOFF.

Using libvirt, we get the cpu and cpu_util are all 0.0 value when
the instance is SHUTOFF, but other meters(eg:memory) are skiped.
So this patch will fix it that ignore cpu pollster and give a
WARNING, when the instance's state is SHUTOFF.

Change-Id: I0df2f9688c10621d685c0e895367252240035e42
Closes-Bug: #1544857
",03/07/2016 06:43:49,11
129,Add host_status attribute for servers/detail and servers/{server_id},"Add host_status attribute for servers/detail and servers/{server_id}

When a compute service fails, the power states of the hosted VMs are not
updated. A normal user querying his or her VMs does not get any indication
about the failure. Also there is no indication about maintenance.

This change will expose new attribute host_status to user querying his
VMs. Attribute is only seen if policy allows.

DocImpact: This adds API microversion
Implements blueprint get-valid-server-state
APIImpact

Change-Id: I5abea08bdc27624a7f23a7db8964f8c2a7b0eaa7
",11/04/2015 10:42:54,91
130,Support operations on a trove instance user,"Support operations on a trove instance user

Added a table action on the users table to display the
create user dialog.

Added a row action on the users table to display the
edit user information dialog.

Added a row action on the users table to display the
access details panel as a list of databases on the instance
along with a column indicating whether the user has access
to the database.  There are also row actions that are enabled
for granting or revoking access to the database.

Added unit tests for the new dialogs and panel.

Modified the api to support the new user actions.

Change-Id: I58fc58117f79b98ebddfd8d018682a4fc53eab52
Co-Authored-By: Duk Loi <duk@tesora.com>
Implements: blueprint trove-instance-user-support
",01/14/2016 16:29:31,226
131,Implementation for Network Floating IP CRUD,"Implementation for Network Floating IP CRUD

This patch is for the deleting floating.

$ neutron floatingip-list
+--------------------------------------+------------------+---------------------+---------+
| id                                   | fixed_ip_address | floating_ip_address | port_id |
+--------------------------------------+------------------+---------------------+---------+
| 44642a7c-c53e-40d0-8d02-f34f6182ed6c |                  | 172.24.4.8          |         |
| d090d0d6-3d68-4347-8f7e-8b81fac63dac |                  | 172.24.4.9          |         |
| da278b07-7155-490f-853c-f1c8070760be |                  | 172.24.4.7          |         |
+--------------------------------------+------------------+---------------------+---------+
$ openstack floatingip delete 44642a7c-c53e-40d0-8d02-f34f6182ed6c
$
$ neutron floatingip-list
+--------------------------------------+------------------+---------------------+---------+
| id                                   | fixed_ip_address | floating_ip_address | port_id |
+--------------------------------------+------------------+---------------------+---------+
| d090d0d6-3d68-4347-8f7e-8b81fac63dac |                  | 172.24.4.9          |         |
| da278b07-7155-490f-853c-f1c8070760be |                  | 172.24.4.7          |         |
+--------------------------------------+------------------+---------------------+---------+
$
$ openstack floatingip delete d090d0d6-3d68-4347-8f7e-8b81fac63dac da278b07-7155-490f-853c-f1c8070760be
$
$ neutron floatingip-list

Change-Id: Ie61f0faad65ec90f9d9956ae463412be8d963d05
Closes-Bug: 1519502
",12/16/2015 14:04:35,1
132,Add unit tests for load-edit directive,"Add unit tests for load-edit directive

Write unit tests for the directive to increase test coverage

Change-Id: Ie886c374b19d24351766bb48023ddfb7426b7a06
Partial-Bug: #1506891
",10/20/2015 21:59:42,46
133,Remove the test number of flow,"Remove the test number of flow

This test was introduced as an example and assumes
that no other test run in parallel
New test were added and we have few in the pipeline

Change-Id: I1829fe71a2c42e76b743e358b534d70c9e312a5b
",02/01/2016 16:09:23,4
134,Lookup meter definition fields correctly,"Lookup meter definition fields correctly

Change-Id: I9db77b9bc196c06c409fcfe252c172230fee4274
Closes-Bug: #1536699
(cherry picked from commit 903a0a527cb240cfd9462b7f56d3463db7128993)",01/25/2016 15:13:28,9
135,"Oslo Releases for week of Jan 11, 2016","Oslo Releases for week of Jan 11, 2016

Change-Id: I88ca0e5e8ee56a020a2ebf3cc44e52eb2a50b863
",01/11/2016 02:34:55,5
136,Drop MANIFEST.in - it's not needed with PBR.,"Drop MANIFEST.in - it's not needed with PBR.

Nova uses PBR already - as you can see setup.py:

 setuptools.setup(
     setup_requires=['pbr'],
     pbr=True)

so that, we no longer need MANIFEST.in.

Change-Id: I40794e6eca1daf6c679b1574d2e630e4d78df19b
",12/24/2015 06:08:09,13
137," Below changes are done in this commit:  a. replaces update() with  oslo.db's soft_delete() used in  volume_type_access_remove in sqlalchemy.db.api.  b. updated db schema of volume_type_projects.  ""deleted"" column type is modified from boolean to integer "," Below changes are done in this commit:
 a. replaces update() with  oslo.db's soft_delete() used in
 volume_type_access_remove in sqlalchemy.db.api.
 b. updated db schema of volume_type_projects.
 ""deleted"" column type is modified from boolean to integer
 so that it can store more than 128 entries in it.

 ""deleted"" column type is boolean before this fix.
 Boolean is represented as TINYINT which can store at max 127.
 But soft_delete sets deleted column to the value of id during
 volume type access remove operation.
 So, in this commit, column type is updated to integer.
 Closes-Bug: #1518363

Change-Id: I638a202dfb2b4febf1d623683de22df3b6dc2615",12/10/2015 15:53:21,23
138,Set auth_region to $::os_service_default and drop warning,"Set auth_region to $::os_service_default and drop warning

This commit [1] introduced a weird warning that send a warning by
default.

This patch:
* sets auth_region to the default value in OpenStack using
  $::os_service_default
* drops the warning

[1] Id7a6894e5bb12fc7697dfe23e5f9d4a44a719086

Change-Id: Ia5fcbb6333c3466232ac16a552f90f950313230f
",12/23/2015 22:08:11,56
139,WIP: Adding a VNIC type for physical functions,"WIP: Adding a VNIC type for physical functions

This change adds a new VNIC type to distinguish between virtual and
physical functions in SR-IOV.

TODO: unit and functional tests

Closes-Bug: #1500993

Change-Id: If1ab969c2002c649a3d51635ca2765c262e2d37f
",11/18/2015 13:21:59,97
140,"Revert ""Revert ""Remove Cisco-specific neutron client commands""""","Revert ""Revert ""Remove Cisco-specific neutron client commands""""

This reverts commit 716eb017d35829c18745c4c0279b895784c297f1.

Change-Id: Ib936b9ee4ac16089153209e60c05ed477731fd77
",11/11/2015 22:16:44,70
141,Add support for defcore schema 1.4,"Add support for defcore schema 1.4

This will allow reports and capabilities using schema version
1.4 to display on the website. This mainly adds alias support.
Capabilities templates were also reduced to one template.

Change-Id: Ie6fcfd574f45c2e50a4db472d41b1129a59ce2dc
",11/11/2015 20:22:02,9
142,Update the location of the fastcgi repository key,"Update the location of the fastcgi repository key

This key has also moved, follow up from commit
I6697f071b79ccb1a7d163e31c309af4716207190

Change-Id: Ic3d2f218e7044154ed1d4aa636347b8ea9134259
",10/09/2015 13:52:05,9
143,[WIP] Oslo Releases for Week starting Oct 12th,"[WIP] Oslo Releases for Week starting Oct 12th

Change-Id: I419d7c585cf9c68ca70aef8e9bbf72d6da5a859a
",10/10/2015 03:25:20,25
144,Remove _stop_instances hack in test_volume_boot_pattern,"Remove _stop_instances hack in test_volume_boot_pattern

This was a carry over from when the test was originally written in
b3c3cb9c331e9ee54832326420ebe7ac4bf2e080 over 2 years ago.

We shouldn't have to stop the instances in order to delete them, that
would be a bug in nova if the delete failed for some reason because the
instances are still active.

Change-Id: I20b7c2e4c2b110933244ba65a1ccdbf246266946
",09/11/2015 16:29:33,86
145,Move swift module to librarian,"Move swift module to librarian

This commit removes 'swift' module from fuel-library
and replaces it to be managed via librarian.
This commit also uses mos-8.0 branch of swift module.
This branch is intermediate stable state of
current master. Custom patches:
https://review.fuel-infra.org/#/c/10992/
https://review.fuel-infra.org/#/c/10990/
They aren't upstreamed yet.
Then it will be switched on stable/liberty.

Partial implements: blueprint fuel-puppet-librarian

Change-Id: Iffcf470f7772241cade7fac6679712187ef206e4
",09/22/2015 12:41:01,166
146,Add intrinsic creating port for server,"Add intrinsic creating port for server

If neutron is used and networks list port_id property is not specified,
create internal port with using nic info. Store list of dictionaries
with id of created ports in resource data as json data.

Also move validate_network method to mixin class.

implements bp rich-network-prop

Change-Id: Iaeda645cd019e02e24ab5418eaa86f631a51cd74
",09/14/2015 15:22:05,0
147,Move vmware-etc to top directory,"Move vmware-etc to top directory

Have all of the etc files in one common directory.

Change-Id: I3caf25ce91ff425d815f35ed3efd599a572d595b
",09/08/2015 09:15:12,25
148,"Update default_api_return_limit to 100, which is its actual value","Update default_api_return_limit to 100, which is its actual value

It showed an incorrect value in the config changes overview

Change-Id: I7ac18b6ba53eb1460a0871e77204639849342618
Closes-Bug: #1471197
",09/07/2015 19:56:32,70
149,Allow to use autodetection of volume device path,"Allow to use autodetection of volume device path

API contract says, device is optional. We should allow the
device property to be nullable
http://developer.openstack.org/api-ref-compute-v2.1.html#attachVolume

Note that in python nova client ""auto"" is turned into None for the
device before the call is made to Nova API.

Conflicts:
        nova/tests/unit/api/openstack/compute/test_volumes.py

NOTE(mriedem): The tests were moved in liberty, otherwise nothing
changed.

Closes-Bug: #1491325
Change-Id: Ibfd83b6abdfeec328019246a372363cada53869e
(cherry picked from commit 354e972f9fbcc9bbb8cb618f7fb8e00c8fbb2d95)",09/02/2015 13:19:11,4
150,Fix the db_sync problem in 039 for db2,"Fix the db_sync problem in 039 for db2

When using db2 as the database backend, it encounters problem
when running db_sync in step 039 due to ""SQL0669N  A system
required index cannot be dropped explicitly"", which need to
drop the constraint first then recreate the index. And this
patch also fixes the problem of dropping some indexes which
only are created in non-db2 databases, meanwhile, it will not
break the logic for all other database backends.

Closes-Bug: #1434440

Change-Id: I628bfa9ab1e4e07b71b49fc0e5a6087679b642a6
",03/24/2015 05:44:12,0
151,Fix from_config argument,"Fix from_config argument

From what I've seen, many of the command line arguments are
still broken, but this may help a little.

Change-Id: Ic879229a965f45c4b2e6027229fa8ce79b373d9e
",08/12/2015 17:23:59,35
152,Finish disabling pip mirror,"Finish disabling pip mirror

The previous fix got two of the three places that the pip index was
set.  This gets the last one.

Change-Id: I77e2ce5c98432ec327ecd9f196c2ad3a81cd6e46
",08/11/2015 20:56:06,0
153,Updated from global requirements,"Updated from global requirements

Change-Id: I0e546249bced9515dced4ff2a7b47159dda4a50f
",07/23/2015 04:56:41,9
154,Flag tests that depend upon SSH.,"Flag tests that depend upon SSH.

Original commit message:
""Currently tests that require SSH are not gated against in Tempest
due to the variety of conflicting network models available to
OpenStack clusters. Tests that require SSH need to be rationalized
and refactored, and is a current work item for the openstack-qa
team.

Until this test infrastructure is refactored, the tests should be
flagged but kept for future capability testing.""

Change-Id: I7d9e273a4324500c9aaae42de942d3b45ffce824
",06/09/2015 20:37:28,130
155,Switch to oslo.service,"Switch to oslo.service

oslo.service has graduated, so trove should consume it.

Change-Id: Id14d28146f677faf017160ac93289fd119674fc4
Closes-Bug: #1466851
",06/23/2015 06:10:26,193
156,Move puppet-murano from stackforge to openstack,"Move puppet-murano from stackforge to openstack

This change moves puppet-murano from stackforge to openstack in
order to be included as part of OpenStack Puppet Modules project.
This repository will contain the module necessary to configure
and manage Murano with Puppet.

This change is related to a proposed governance change: Id846941c9002194e76a6ac31c1979d410aa25fb9

Change-Id: Ia7e917b3032ef5ea56b33cf92e6b7c2d62674f6a
",06/17/2015 15:13:54,58
157,Fix import errors,"Fix import errors

Change-Id: I4d01af55904408692e991784ebab5de11cc1014a
",07/02/2015 00:16:57,13
158,Replace dict.iteritems() with six.iteritems(dict),"Replace dict.iteritems() with six.iteritems(dict)

Partially-Implements: blueprint designate-py3

Change-Id: I068d05e77bd94cbe2ce613dd4428545144214786
",06/29/2015 01:27:41,17
159,Allow fixed_key to be configurable in cookbook,"Allow fixed_key to be configurable in cookbook

The fixed_key attribute should be added in cookbook for volume
encryption

Change-Id: I83f697fde32bf1ccaaa3187936c664c61b1e7af9
Closes-Bug: 1467797
",06/24/2015 03:30:31,49
160,Add ironic to enable-packages-install,"Add ironic to enable-packages-install

It is time...

Change-Id: Iffdaf3e59a7d24bfb68e87fa908613dc61fc42de
",10/10/2014 00:15:06,50
161,Update nova.conf to use [database] connection=.,"Update nova.conf to use [database] connection=.

sql_connection is now deprecated...

Change-Id: I195de10a30947a568063056450ad3edeb5d65836
",09/17/2013 22:03:03,82
162,Add a version to pytz.,"Add a version to pytz.

Upcoming improvements to pip 1.4 (wheel support and
skip-pre-release-by-default) mean that pytz without a version
will be skipped. Adding a version here gets us what we want.

Change-Id: Ieb0cda61b2f8665d5f83ff8beb8a4cf5b4ece011",06/24/2013 17:42:55,367
163,Depend on the subnet in neutron_basic.yaml,"Depend on the subnet in neutron_basic.yaml

Associating servers or ports with neutron networks actually creates a
dependency with a subnet. Heat can mitigate this in some cases, but we
added subnet properties to our resources so that template authors can
model the actual dependency in the template.

This change specifies that the server refer to the subnet as well as
the network to avoid the race where the subnet has not been created
yet.

The subnet property has been available since Liberty for
OS::Nova::Server, so I think its time we considered deprecating the
network property.

Change-Id: If7cd27ab4628fd1c1d0401d0a5c411ee5053361d
Closes-Bug: #1546201
Closes-Bug: #1547261
",06/27/2016 01:51:23,4
